customer_number,customer_register_time,platform,last_login,total_purchase,redeemed_amount
581,2023-01-25,Web,2023-08-03,9,0
582,2023-02-22,Mobile,2023-05-09,69,0
583,2023-05-31,Referral,2023-08-17,2,50
584,2023-05-24,Mobile,2024-05-03,4,0
585,2023-02-26,Referral,2023-08-02,30,0
586,2023-02-08,Mobile,2023-05-19,56,0
587,2023-04-19,Web,2023-06-15,3,0
588,2023-06-30,Mobile,2023-12-25,39,0
589,2023-02-11,Mobile,2023-06-05,40,20
590,2023-07-05,Mobile,2024-05-20,26,0
591,2023-08-11,Referral,2023-10-05,20,0
592,2023-05-02,Mobile,2024-01-14,11,0
593,2023-05-13,Referral,2023-07-29,12,0
594,2023-06-12,Mobile,2024-01-14,33,0
595,2023-08-03,Mobile,2024-03-06,2,0
596,2023-08-09,Mobile,2024-04-20,26,0
597,2023-08-23,Web,2024-02-11,9,0
598,2023-11-27,Referral,2024-08-20,18,20
599,2023-05-26,Mobile,2024-04-25,24,10
600,2023-08-27,Web,2024-04-17,65,0
601,2023-03-17,Web,2023-11-15,25,0
602,2023-01-09,Mobile,2023-10-15,7,0
603,2023-03-15,Web,2023-08-09,2,10
604,2023-09-10,Web,2023-11-23,29,0
605,2023-08-18,Mobile,2024-06-29,23,0
606,2023-01-07,Web,2023-07-04,33,0
607,2023-06-23,Mobile,2024-05-28,18,0
608,2023-05-21,Web,2023-09-11,52,0
609,2023-06-17,Web,2024-01-10,75,0
610,2023-06-19,Mobile,2023-12-25,1,0
611,2023-10-10,Mobile,2024-07-31,40,10
612,2023-05-02,Web,2024-03-29,1,0
613,2023-07-13,Web,2023-10-17,17,0
614,2023-01-05,Mobile,2023-09-25,18,0
615,2023-01-29,Web,2023-12-21,35,50
616,2023-06-14,Web,2024-01-10,13,0
617,2023-12-05,Web,2024-01-30,51,20
618,2023-05-16,Referral,2024-05-03,12,0
619,2023-12-31,Mobile,2024-07-03,12,0
620,2023-11-17,Mobile,2024-09-19,7,20
621,2023-12-08,Mobile,2023-12-15,34,10
622,2023-05-25,Mobile,2023-08-21,2,20
623,2023-11-23,Mobile,2024-06-28,13,0
624,2023-08-05,Mobile,2023-09-12,9,0
625,2023-10-28,Web,2023-12-21,7,0
626,2023-05-12,Mobile,2024-02-29,1,20
627,2023-10-19,Mobile,2024-09-16,6,20
628,2023-03-11,Mobile,2023-11-29,17,0
629,2023-09-09,Web,2024-05-28,21,0
630,2023-10-02,Web,2024-07-04,9,20
631,2023-12-30,Mobile,2024-07-03,31,0
632,2023-07-01,Mobile,2023-08-07,12,0
633,2023-06-16,Referral,2024-03-11,13,20
634,2023-04-01,Web,2024-02-12,45,0
635,2023-07-21,Mobile,2023-09-03,24,0
636,2023-12-12,Mobile,2024-10-19,91,20
637,2023-01-19,Referral,2023-08-21,13,0
638,2023-02-08,Mobile,2023-11-11,52,0
639,2023-05-06,Mobile,2023-09-23,40,0
640,2023-06-22,Mobile,2023-09-21,66,0
641,2023-05-21,Mobile,2023-07-24,94,0
642,2023-08-30,Referral,2024-02-14,0,10
643,2023-08-08,Web,2023-08-15,2,50
644,2023-05-06,Web,2023-05-25,33,0
645,2023-02-27,Referral,2023-06-13,14,10
646,2023-05-28,Mobile,2024-02-11,51,0
647,2023-11-13,Mobile,2024-06-29,0,0
648,2023-12-27,Mobile,2024-07-28,49,0
649,2023-01-01,Web,2023-01-28,4,50
650,2023-12-14,Mobile,2024-08-09,10,50
651,2023-07-09,Mobile,2023-11-21,104,0
652,2023-07-10,Web,2023-12-19,1,0
653,2023-11-08,Web,2024-05-03,12,50
654,2023-04-27,Referral,2023-05-18,2,0
655,2023-05-14,Web,2024-03-27,57,10
656,2023-02-27,Referral,2023-09-04,36,0
657,2023-02-13,Web,2024-01-17,48,0
658,2023-06-22,Mobile,2023-12-27,22,0
659,2023-06-09,Referral,2023-11-03,13,0
660,2023-06-22,Mobile,2023-08-09,0,20
661,2023-11-13,Mobile,2023-11-29,9,0
662,2023-10-30,Mobile,2023-11-11,21,0
663,2023-05-29,Web,2023-08-21,32,0
664,2023-03-21,Web,2024-01-16,7,0
665,2023-08-01,Referral,2024-01-14,4,0
666,2023-07-22,Mobile,2024-05-23,6,0
667,2023-09-09,Mobile,2024-04-16,13,0
668,2023-08-17,Web,2024-04-25,4,50
669,2023-06-13,Web,2023-07-16,5,0
670,2023-08-15,Web,2024-05-17,1,0
671,2023-05-27,Mobile,2023-10-11,58,10
672,2023-01-20,Mobile,2023-01-29,7,0
673,2023-02-16,Mobile,2023-10-22,51,0
674,2023-08-21,Referral,2023-09-24,17,0
675,2023-11-01,Web,2024-03-01,30,0
676,2023-01-14,Web,2023-07-15,2,0
677,2023-05-23,Web,2024-02-12,26,20
678,2023-01-01,Mobile,2023-08-28,10,10
679,2023-02-23,Web,2023-07-18,3,0
680,2023-09-16,Referral,2024-07-21,71,0
681,2023-05-24,Web,2024-05-07,27,0
682,2023-01-12,Referral,2023-03-07,8,0
683,2023-11-26,Mobile,2024-08-26,16,0
684,2023-08-12,Referral,2023-12-02,13,0
685,2023-09-29,Mobile,2023-11-18,36,20
686,2023-12-24,Referral,2024-03-19,28,0
687,2023-06-05,Web,2023-10-13,0,0
688,2023-01-08,Mobile,2023-04-06,6,0
689,2023-05-02,Referral,2024-02-20,19,0
690,2023-12-14,Web,2024-02-27,17,10
691,2023-06-13,Web,2023-12-09,21,10
692,2023-03-31,Mobile,2024-02-14,37,0
693,2023-05-16,Referral,2024-04-14,34,50
694,2023-07-05,Mobile,2024-06-10,13,20
695,2023-11-12,Mobile,2024-11-04,63,20
696,2023-06-27,Web,2023-09-30,1,0
697,2023-01-28,Web,2024-01-18,26,0
698,2023-08-08,Referral,2024-04-17,89,0
699,2023-12-23,Web,2024-05-07,23,0
700,2023-02-10,Mobile,2023-08-02,18,20
701,2023-08-16,Referral,2023-10-19,4,0
702,2023-07-11,Web,2024-06-16,49,20
703,2023-05-25,Mobile,2024-01-25,14,0
704,2023-07-20,Web,2024-01-30,36,0
705,2023-07-31,Mobile,2024-07-09,6,0
706,2023-08-08,Web,2024-05-19,1,0
707,2023-08-28,Mobile,2024-04-20,10,0
708,2023-02-15,Web,2023-12-05,9,20
709,2023-02-04,Mobile,2023-11-10,62,0
710,2023-09-10,Mobile,2024-07-23,60,0
711,2023-03-23,Web,2023-04-11,22,50
712,2023-09-13,Mobile,2023-10-28,0,0
713,2023-07-16,Web,2024-02-13,7,0
714,2023-10-30,Mobile,2024-01-02,30,0
715,2023-01-10,Web,2023-09-11,3,0
716,2023-11-08,Mobile,2024-02-16,36,0
717,2023-10-13,Web,2024-07-21,0,20
718,2023-08-30,Mobile,2024-02-10,34,50
719,2023-09-08,Web,2024-06-20,55,20
720,2023-12-31,Mobile,2024-07-31,19,0
721,2023-01-05,Web,2023-05-22,52,10
722,2023-04-29,Referral,2023-08-08,45,0
723,2023-10-16,Referral,2024-05-26,33,0
724,2023-03-06,Web,2023-05-20,17,0
725,2023-05-26,Mobile,2024-02-28,9,50
726,2023-08-12,Web,2024-08-01,59,0
727,2023-08-27,Web,2024-01-12,31,0
728,2023-06-26,Mobile,2023-09-04,47,0
729,2023-09-24,Mobile,2024-02-02,24,0
730,2023-12-07,Mobile,2024-07-03,5,0
731,2023-10-09,Web,2024-08-06,116,0
732,2023-03-04,Web,2023-07-03,6,0
733,2023-08-05,Web,2024-05-02,72,0
734,2023-12-08,Mobile,2024-09-19,7,0
735,2023-11-11,Mobile,2024-04-12,14,0
736,2023-10-10,Mobile,2024-04-25,17,20
737,2023-06-26,Web,2023-12-15,76,0
738,2023-04-08,Web,2024-02-18,65,0
739,2023-04-15,Web,2023-10-15,51,0
740,2023-04-09,Web,2023-09-08,14,0
741,2023-11-07,Web,2024-01-07,0,0
742,2023-01-06,Referral,2023-01-15,34,0
743,2023-07-16,Referral,2023-08-03,15,0
744,2023-12-17,Mobile,2024-09-26,42,0
745,2023-05-13,Mobile,2024-04-05,47,20
746,2023-12-24,Web,2024-10-27,17,0
747,2023-09-16,Referral,2024-04-23,41,0
748,2023-01-23,Web,2023-07-21,54,0
749,2023-02-22,Referral,2024-01-08,79,50
750,2023-06-14,Mobile,2023-06-21,26,0
751,2023-07-21,Web,2023-12-09,45,0
752,2023-03-24,Referral,2023-07-06,20,0
753,2023-05-25,Web,2023-08-20,1,10
754,2023-03-26,Mobile,2024-01-04,5,0
755,2023-03-19,Mobile,2023-08-02,4,0
756,2023-01-01,Web,2023-01-06,5,0
757,2023-02-20,Mobile,2023-06-20,0,0
758,2023-06-22,Mobile,2024-01-14,58,0
759,2023-07-24,Mobile,2023-12-15,24,10
760,2023-09-17,Web,2024-02-14,14,50
761,2023-10-15,Referral,2024-07-11,15,0
762,2023-02-03,Web,2023-08-28,18,0
763,2023-12-14,Web,2024-05-18,2,0
764,2023-04-05,Web,2023-11-17,9,50
765,2023-03-13,Web,2023-06-04,57,0
766,2023-02-08,Web,2023-08-31,40,10
767,2023-06-03,Referral,2024-02-12,24,0
768,2023-09-07,Web,2023-12-19,19,0
769,2023-06-11,Web,2024-01-14,8,0
770,2023-04-28,Web,2023-09-22,19,0
771,2023-09-16,Mobile,2024-03-28,27,0
772,2023-11-02,Referral,2024-09-02,37,50
773,2023-09-25,Web,2023-11-20,5,0
774,2023-02-23,Web,2023-06-19,50,0
775,2023-08-24,Web,2024-01-10,12,0
776,2023-08-10,Web,2023-12-04,20,0
777,2023-09-08,Web,2023-09-25,28,0
778,2023-11-09,Mobile,2024-08-12,20,0
779,2023-04-22,Web,2023-12-15,25,20
780,2023-09-12,Mobile,2023-10-30,3,0
781,2023-10-30,Web,2024-01-15,16,20
782,2023-07-26,Referral,2024-04-16,9,0
783,2023-08-17,Referral,2024-04-08,2,0
784,2023-12-07,Mobile,2024-01-13,6,0
785,2023-03-07,Web,2023-05-18,27,0
786,2023-03-16,Web,2023-04-05,6,0
787,2023-04-13,Mobile,2023-09-14,5,0
788,2023-07-11,Mobile,2024-05-02,24,0
789,2023-09-09,Mobile,2023-12-24,70,20
790,2023-08-14,Referral,2024-02-20,46,0
791,2023-10-21,Referral,2023-11-19,70,10
792,2023-11-02,Web,2024-01-17,26,0
793,2023-04-08,Mobile,2023-07-02,15,20
794,2023-12-04,Web,2024-02-07,39,20
795,2023-10-13,Web,2023-11-04,9,0
796,2023-12-01,Mobile,2024-08-03,2,0
797,2023-12-13,Web,2024-02-13,12,0
798,2023-11-04,Referral,2024-10-05,10,0
799,2023-09-06,Web,2023-11-06,33,50
800,2023-06-15,Mobile,2023-09-24,24,0
801,2023-12-01,Mobile,2024-07-07,4,0
802,2023-01-30,Mobile,2023-12-19,71,10
803,2023-09-04,Web,2023-09-20,26,0
804,2023-04-16,Referral,2023-05-01,18,0
805,2023-02-20,Mobile,2023-08-06,83,0
806,2023-03-22,Mobile,2024-01-03,3,0
807,2023-05-13,Web,2023-12-20,46,0
808,2023-10-12,Mobile,2024-10-10,13,10
809,2023-05-18,Referral,2024-04-09,35,0
810,2023-07-03,Mobile,2024-03-04,80,0
811,2023-11-26,Referral,2024-11-09,21,0
812,2023-09-30,Mobile,2023-11-18,0,0
813,2023-12-06,Web,2024-02-29,0,0
814,2023-03-10,Web,2023-11-24,12,0
815,2023-02-03,Web,2023-04-15,45,10
816,2023-09-19,Mobile,2024-01-03,10,0
817,2023-02-22,Mobile,2023-05-28,12,0
818,2023-07-24,Web,2023-09-08,46,0
819,2023-05-06,Mobile,2024-02-10,3,0
820,2023-08-23,Mobile,2024-06-26,56,50
821,2023-02-12,Mobile,2023-11-17,9,0
822,2023-08-28,Web,2023-11-17,1,20
823,2023-04-21,Web,2023-12-15,3,0
824,2023-09-06,Web,2024-03-30,91,0
825,2023-05-31,Web,2024-01-11,18,0
826,2023-07-02,Web,2024-03-24,8,0
827,2023-12-02,Web,2024-01-14,22,0
828,2023-04-05,Mobile,2023-04-20,34,0
829,2023-01-08,Web,2023-05-04,11,10
830,2023-12-26,Referral,2024-04-16,38,20
831,2023-07-03,Web,2023-10-09,8,10
832,2023-10-08,Web,2024-08-18,3,0
833,2023-07-14,Web,2023-10-10,23,0
834,2023-12-18,Web,2024-02-18,4,0
835,2023-07-14,Referral,2024-05-06,84,0
836,2023-06-04,Web,2023-06-24,0,0
837,2023-04-03,Referral,2024-02-27,42,0
838,2023-06-09,Referral,2023-09-14,9,50
839,2023-03-02,Mobile,2023-08-18,56,10
840,2023-05-02,Mobile,2023-12-07,1,20
841,2023-02-20,Mobile,2023-07-18,91,50
842,2023-10-04,Web,2024-07-08,3,0
843,2023-01-05,Mobile,2023-05-27,46,0
844,2023-04-02,Web,2023-10-27,21,10
845,2023-06-19,Web,2024-04-20,16,0
846,2023-11-13,Mobile,2024-06-14,9,0
847,2023-01-22,Mobile,2023-02-14,55,0
848,2023-11-22,Referral,2024-09-15,6,0
849,2023-01-01,Web,2023-10-25,38,10
850,2023-05-13,Referral,2024-03-13,17,20
851,2023-08-21,Web,2024-02-03,194,0
852,2023-01-12,Web,2023-05-26,28,0
853,2023-12-12,Web,2024-01-29,3,0
854,2023-02-15,Mobile,2024-02-07,16,0
855,2023-02-03,Web,2023-05-01,2,0
856,2023-03-19,Mobile,2023-07-25,10,50
857,2023-08-06,Referral,2023-09-06,12,0
858,2023-10-28,Mobile,2024-08-31,57,50
859,2023-03-14,Mobile,2024-03-02,54,0
860,2023-10-09,Referral,2023-10-20,0,0
861,2023-09-06,Mobile,2024-08-16,22,0
862,2023-02-16,Mobile,2023-09-07,7,0
863,2023-05-01,Web,2023-08-25,11,0
864,2023-08-02,Referral,2023-11-03,0,20
865,2023-08-27,Mobile,2024-01-06,41,0
866,2023-02-25,Web,2023-10-17,90,0
867,2023-12-16,Web,2024-01-07,7,0
868,2023-04-17,Referral,2024-02-04,12,0
869,2023-11-15,Web,2024-04-28,6,0
870,2023-02-17,Referral,2024-02-08,79,50
871,2023-03-02,Web,2023-12-12,0,0
872,2023-12-03,Mobile,2024-05-21,26,0
873,2023-01-26,Web,2023-10-17,61,0
874,2023-10-19,Mobile,2024-04-30,6,0
875,2023-09-14,Referral,2024-08-21,26,0
876,2023-01-08,Mobile,2023-10-05,1,20
877,2023-04-23,Mobile,2024-02-12,50,0
878,2023-12-21,Web,2024-12-14,9,0
879,2023-09-10,Web,2024-09-08,134,0
880,2023-06-29,Web,2024-04-07,76,0
881,2023-07-26,Mobile,2024-03-03,39,0
882,2023-10-30,Web,2024-09-19,20,0
883,2023-05-07,Web,2024-04-13,43,0
884,2023-02-25,Mobile,2023-09-24,4,10
885,2023-08-02,Mobile,2024-01-06,11,0
886,2023-01-14,Mobile,2023-07-18,0,0
887,2023-01-28,Web,2023-09-01,31,0
888,2023-03-19,Web,2023-12-21,49,0
889,2023-08-04,Referral,2024-02-27,87,0
890,2023-12-31,Web,2024-07-27,34,0
891,2023-06-03,Referral,2023-11-07,39,0
892,2023-01-14,Referral,2023-07-07,67,0
893,2023-07-06,Mobile,2024-03-07,82,0
894,2023-11-08,Web,2024-08-25,20,0
895,2023-01-07,Referral,2023-09-13,3,50
896,2023-01-03,Mobile,2023-11-24,18,0
897,2023-04-21,Mobile,2023-07-14,24,0
898,2023-08-26,Web,2023-11-30,29,0
899,2023-12-29,Web,2024-05-30,136,10
900,2023-08-27,Web,2023-09-30,74,10
901,2023-10-01,Mobile,2024-02-05,15,0
902,2023-10-21,Mobile,2024-09-15,3,0
903,2023-08-15,Web,2023-09-17,7,20
904,2023-01-15,Mobile,2023-10-05,5,0
905,2023-07-11,Web,2024-01-17,13,0
906,2023-04-29,Mobile,2023-07-17,62,0
907,2023-01-28,Referral,2023-03-18,17,0
908,2023-07-21,Web,2023-10-02,25,20
909,2023-02-08,Web,2023-09-10,5,0
910,2023-09-30,Web,2024-05-30,20,0
911,2023-08-19,Mobile,2024-07-28,62,0
912,2023-03-27,Mobile,2024-02-02,44,0
913,2023-05-06,Referral,2023-11-18,2,0
914,2023-10-27,Web,2024-02-11,59,0
915,2023-01-25,Referral,2023-09-27,9,0
916,2023-05-25,Web,2024-02-06,32,0
917,2023-01-13,Mobile,2023-08-25,4,0
918,2023-07-31,Web,2024-07-05,33,10
919,2023-01-25,Referral,2023-09-03,1,0
920,2023-03-09,Mobile,2023-10-01,27,0
921,2023-03-08,Mobile,2023-04-10,31,20
922,2023-08-21,Referral,2024-03-24,8,0
923,2023-04-19,Web,2023-09-24,82,0
924,2023-05-26,Web,2024-01-16,1,20
925,2023-04-21,Referral,2023-08-05,66,0
926,2023-08-16,Web,2024-06-30,14,10
927,2023-04-21,Web,2023-10-19,37,0
928,2023-02-03,Mobile,2023-08-07,31,50
929,2023-04-21,Mobile,2023-12-13,5,0
930,2023-09-21,Web,2023-10-07,11,50
931,2023-08-24,Web,2024-03-01,22,50
932,2023-03-24,Web,2023-12-02,56,0
933,2023-02-11,Mobile,2023-11-08,92,0
934,2023-04-11,Referral,2023-08-28,0,10
935,2023-01-06,Referral,2023-09-12,13,0
936,2023-06-29,Mobile,2023-08-03,33,0
937,2023-10-09,Web,2024-09-24,22,50
938,2023-11-16,Referral,2024-08-05,85,0
939,2023-08-14,Mobile,2023-11-30,0,50
940,2023-11-11,Web,2023-11-16,17,10
941,2023-12-31,Referral,2024-07-29,33,10
942,2023-08-17,Mobile,2024-01-03,7,0
943,2023-10-16,Mobile,2024-07-17,38,0
944,2023-05-30,Mobile,2023-08-31,2,50
945,2023-10-04,Web,2024-04-20,17,0
946,2023-07-17,Web,2023-11-20,33,0
947,2023-03-11,Mobile,2023-07-09,9,10
948,2023-04-22,Web,2023-11-08,2,0
949,2023-01-04,Mobile,2023-02-13,94,0
950,2023-12-16,Mobile,2024-02-25,73,0
951,2023-11-27,Mobile,2024-04-12,78,0
952,2023-11-14,Mobile,2024-08-25,115,0
953,2023-12-16,Mobile,2023-12-31,6,0
954,2023-04-05,Referral,2023-11-13,5,20
955,2023-06-01,Mobile,2024-04-22,1,0
956,2023-11-07,Web,2024-04-15,66,0
957,2023-05-17,Web,2024-01-16,41,0
958,2023-09-04,Web,2023-11-07,30,0
959,2023-08-31,Web,2024-01-20,78,0
960,2023-01-31,Web,2023-03-26,25,20
961,2023-02-09,Web,2023-07-30,4,50
962,2023-08-17,Mobile,2024-02-02,5,0
963,2023-02-05,Referral,2023-12-25,4,10
964,2023-08-11,Web,2024-02-20,11,0
965,2023-01-06,Mobile,2023-04-12,14,50
966,2023-11-18,Mobile,2024-09-11,47,0
967,2023-08-08,Web,2024-05-27,6,20
968,2023-03-16,Referral,2023-06-03,38,50
969,2023-01-04,Mobile,2023-02-22,20,50
970,2023-12-01,Web,2024-01-27,239,0
971,2023-05-14,Mobile,2023-11-09,44,0
972,2023-04-28,Web,2023-10-10,104,0
973,2023-04-04,Mobile,2023-06-14,12,0
974,2023-03-03,Web,2023-12-02,3,0
975,2023-07-13,Referral,2023-11-18,21,0
976,2023-12-01,Mobile,2024-06-04,3,0
977,2023-07-22,Mobile,2024-01-24,20,0
978,2023-01-26,Web,2023-03-07,9,0
979,2023-06-22,Mobile,2024-01-24,20,0
980,2023-10-27,Mobile,2024-03-13,89,0
981,2023-05-13,Mobile,2024-05-04,10,0
982,2023-11-22,Mobile,2024-05-22,150,20
983,2023-04-28,Mobile,2023-10-15,7,0
984,2023-11-20,Referral,2024-10-26,6,10
985,2023-10-02,Mobile,2024-08-30,23,0
986,2023-07-31,Referral,2024-06-26,55,20
987,2023-08-13,Referral,2023-10-02,41,50
988,2023-01-20,Mobile,2023-06-29,38,0
989,2023-04-23,Web,2023-12-19,9,0
990,2023-05-20,Mobile,2024-04-04,0,0
991,2023-02-16,Referral,2023-04-21,5,0
992,2023-01-01,Web,2023-01-10,12,0
993,2023-03-31,Mobile,2023-10-02,106,50
994,2023-05-22,Referral,2023-10-18,75,0
995,2023-11-16,Web,2024-09-30,6,10
996,2023-02-07,Mobile,2023-11-03,38,0
997,2023-10-20,Web,2024-06-03,25,0
998,2023-05-19,Web,2024-03-19,1,0
999,2023-12-22,Mobile,2024-11-26,13,0
1000,2023-11-29,Web,2024-07-27,19,50
1001,2023-09-16,Web,2023-10-03,33,0
1002,2023-06-10,Referral,2024-05-18,10,20
1003,2023-06-27,Web,2024-03-25,81,50
1004,2023-01-10,Referral,2023-10-07,18,0
1005,2023-09-18,Referral,2023-10-08,8,0
1006,2023-05-18,Web,2023-08-22,11,50
1007,2023-06-21,Web,2024-02-28,41,0
1008,2023-01-13,Mobile,2023-02-05,30,0
1009,2023-06-17,Mobile,2024-06-15,40,0
1010,2023-05-10,Web,2023-08-25,10,20
1011,2023-03-25,Mobile,2023-07-02,11,0
1012,2023-11-17,Web,2024-08-30,15,20
1013,2023-11-15,Referral,2024-06-19,6,50
1014,2023-04-11,Web,2023-05-22,35,0
1015,2023-11-25,Web,2024-01-29,11,0
1016,2023-09-30,Web,2024-07-21,11,0
1017,2023-09-22,Referral,2024-07-25,9,0
1018,2023-02-07,Mobile,2023-10-13,18,0
1019,2023-04-04,Referral,2024-02-13,44,0
1020,2023-04-05,Web,2024-03-18,54,50
1021,2023-11-01,Web,2024-10-21,48,0
1022,2023-03-10,Web,2023-03-20,29,50
1023,2023-11-14,Mobile,2024-09-19,9,0
1024,2023-08-24,Mobile,2024-02-09,39,50
1025,2023-11-30,Mobile,2023-12-17,1,0
1026,2023-05-17,Web,2023-06-15,48,20
1027,2023-03-17,Referral,2023-10-31,45,0
1028,2023-02-04,Web,2023-06-11,33,0
1029,2023-01-01,Referral,2023-05-14,3,0
1030,2023-10-23,Web,2024-08-27,177,0
1031,2023-11-16,Mobile,2024-03-21,42,0
1032,2023-03-01,Web,2023-04-09,39,50
1033,2023-11-16,Mobile,2024-02-11,1,0
1034,2023-12-15,Mobile,2024-10-23,15,0
1035,2023-11-24,Mobile,2024-05-28,2,0
1036,2023-09-24,Mobile,2023-12-13,13,50
1037,2023-12-27,Mobile,2024-04-13,25,0
1038,2023-08-17,Mobile,2024-04-09,63,0
1039,2023-09-27,Referral,2024-07-30,9,0
1040,2023-11-12,Web,2023-12-29,29,20
1041,2023-10-13,Mobile,2024-01-18,5,0
1042,2023-10-18,Mobile,2024-03-14,13,0
1043,2023-08-01,Web,2024-04-15,88,0
1044,2023-06-14,Mobile,2023-09-04,41,0
1045,2023-01-05,Web,2023-09-29,23,0
1046,2023-12-05,Web,2024-02-17,8,0
1047,2023-03-19,Web,2023-08-19,14,10
1048,2023-03-03,Web,2023-12-24,5,0
1049,2023-05-12,Mobile,2023-12-16,13,0
1050,2023-03-30,Mobile,2024-03-28,4,0
1051,2023-08-25,Referral,2024-07-04,47,0
1052,2023-02-11,Mobile,2023-07-12,2,0
1053,2023-03-30,Web,2023-04-28,6,0
1054,2023-10-23,Referral,2024-09-14,35,0
1055,2023-11-24,Referral,2024-03-16,69,10
1056,2023-10-22,Mobile,2024-04-24,100,0
1057,2023-04-14,Mobile,2023-12-25,54,0
1058,2023-01-14,Referral,2023-08-09,7,0
1059,2023-10-15,Mobile,2024-08-18,10,0
1060,2023-06-28,Referral,2023-12-19,61,20
1061,2023-05-05,Web,2023-10-31,66,20
1062,2023-12-19,Web,2024-12-04,30,0
1063,2023-01-23,Mobile,2023-07-16,11,0
1064,2023-03-04,Mobile,2023-03-10,7,0
1065,2023-05-23,Referral,2023-10-08,57,0
1066,2023-06-02,Referral,2023-10-11,6,50
1067,2023-05-25,Web,2023-07-14,32,0
1068,2023-08-13,Web,2024-02-27,103,0
1069,2023-11-05,Referral,2024-06-05,36,0
1070,2023-04-14,Mobile,2024-02-08,8,50
1071,2023-04-14,Web,2023-06-15,9,0
1072,2023-02-08,Mobile,2023-05-01,2,0
1073,2023-07-17,Mobile,2024-02-08,34,0
1074,2023-05-14,Mobile,2024-03-02,21,0
1075,2023-03-08,Mobile,2023-05-13,6,0
1076,2023-06-28,Web,2024-03-26,7,0
1077,2023-02-11,Referral,2023-06-21,0,0
1078,2023-01-15,Mobile,2023-03-09,115,0
1079,2023-04-21,Mobile,2023-07-22,52,0
1080,2023-06-06,Web,2024-05-09,15,0
1081,2023-10-16,Mobile,2024-07-07,87,50
1082,2023-08-19,Web,2024-02-18,33,0
1083,2023-06-06,Web,2023-08-18,41,0
1084,2023-02-07,Mobile,2023-04-12,34,0
1085,2023-04-07,Web,2024-02-07,42,0
1086,2023-10-16,Mobile,2024-06-25,5,0
1087,2023-09-11,Web,2024-03-02,24,0
1088,2023-07-15,Mobile,2024-04-13,56,10
1089,2023-03-27,Web,2023-07-21,0,10
1090,2023-11-18,Web,2024-03-01,3,0
1091,2023-01-10,Web,2023-08-17,8,0
1092,2023-01-05,Referral,2023-05-02,10,0
1093,2023-05-03,Referral,2023-08-12,6,0
1094,2023-11-26,Web,2024-10-02,29,0
1095,2023-12-19,Mobile,2024-04-19,10,0
1096,2023-04-28,Mobile,2023-06-07,5,0
1097,2023-10-21,Referral,2024-09-26,70,0
1098,2023-06-08,Web,2024-06-05,35,0
1099,2023-10-30,Mobile,2024-08-19,8,10
1100,2023-08-16,Web,2024-06-19,13,0
1101,2023-12-31,Web,2024-12-29,40,50
1102,2023-08-04,Referral,2024-07-20,46,0
1103,2023-07-03,Mobile,2023-11-08,5,0
1104,2023-01-15,Web,2023-02-28,82,0
1105,2023-06-06,Web,2023-10-29,46,20
1106,2023-05-16,Mobile,2023-06-15,58,0
1107,2023-09-18,Mobile,2024-02-11,4,0
1108,2023-06-06,Web,2024-05-27,4,20
1109,2023-02-16,Referral,2024-01-22,10,0
1110,2023-11-20,Web,2024-01-20,2,10
1111,2023-11-28,Web,2024-04-30,2,20
1112,2023-06-22,Referral,2024-01-17,4,0
1113,2023-05-10,Web,2023-07-29,37,20
1114,2023-04-05,Web,2024-01-19,0,0
1115,2023-04-25,Mobile,2023-11-25,2,50
1116,2023-08-31,Referral,2024-05-19,86,0
1117,2023-10-19,Web,2024-07-08,2,0
1118,2023-10-09,Referral,2024-04-14,23,50
1119,2023-10-26,Mobile,2024-09-22,30,0
1120,2023-10-10,Web,2023-10-25,95,10
1121,2023-03-10,Mobile,2023-08-21,69,0
1122,2023-05-28,Web,2024-02-16,17,0
1123,2023-01-11,Mobile,2023-04-13,85,50
1124,2023-09-11,Mobile,2024-03-17,16,0
1125,2023-11-26,Referral,2023-12-16,33,10
1126,2023-12-26,Web,2024-08-30,9,0
1127,2023-02-07,Mobile,2023-05-08,30,20
1128,2023-05-14,Mobile,2023-12-03,23,10
1129,2023-07-19,Web,2023-08-02,28,0
1130,2023-01-23,Web,2023-07-10,34,50
1131,2023-10-30,Web,2023-11-27,5,0
1132,2023-12-12,Mobile,2024-02-18,10,10
1133,2023-10-29,Mobile,2024-09-09,39,0
1134,2023-12-29,Web,2024-08-27,5,0
1135,2023-08-06,Referral,2024-07-20,12,0
1136,2023-05-21,Referral,2024-01-18,32,0
1137,2023-04-14,Mobile,2023-05-10,83,10
1138,2023-07-29,Web,2024-01-29,2,0
1139,2023-04-21,Mobile,2024-02-25,21,0
1140,2023-04-14,Web,2023-06-04,2,0
1141,2023-11-12,Web,2024-08-21,14,0
1142,2023-06-20,Mobile,2024-02-03,5,0
1143,2023-12-22,Web,2024-07-31,31,0
1144,2023-11-20,Web,2024-07-18,42,0
1145,2023-05-13,Web,2023-12-07,8,20
1146,2023-10-20,Web,2024-09-27,37,10
1147,2023-11-24,Web,2023-12-17,17,0
1148,2023-05-07,Referral,2023-11-07,10,0
1149,2023-04-16,Web,2023-09-29,22,10
1150,2023-04-02,Web,2024-01-16,14,20
1151,2023-10-14,Web,2023-12-18,7,10
1152,2023-02-20,Referral,2023-05-20,42,0
1153,2023-01-29,Mobile,2023-03-09,47,0
1154,2023-10-23,Web,2023-11-01,48,0
1155,2023-10-24,Referral,2024-01-12,14,10
1156,2023-08-02,Web,2024-04-15,5,0
